,gen_summary,ref_summary,full_text
289,"Еврокомиссия представила первую стратегию по борьбе с дискриминацией ЛГБТ в странах объединения. Кроме того, Брюссель считает необходимым разработать ряд правовых и финансовых мер на следующие пять лет.","Еврокомиссия представила стратегию по защите прав ЛГБТ в странах ЕС. Еврокомиссар по вопросам равенства Хелена Далли предлагает предусмотреть в следующем семилетнем бюджете ЕС санкции для тех членов содружества, которые откажутся следовать политике толерантности. Если инициатива будет одобрена, то лишиться доли финансирования могут Польша и Венгрия, чьи власти не раз критиковались Брюсселем за дискриминацию ЛГБТ.","Европейская комиссия 12 ноября представила первую в истории Евросоюза стратегию по борьбе с дискриминацией ЛГБТ в странах объединения. Потенциально это может привести к очередному конфликту между Брюсселем и странами Восточной Европы, где, как считают европейские власти, нарушаются права ЛГБТ. В представленном ЕК докладе указано, что 43% представителей ЛГБТ ощущали дискриминацию в 2019 году. В связи с этим Еврокомиссия считает целесообразным разработать ряд правовых и финансовых мер на следующие пять лет. «Каждый должен чувствовать себя свободным быть самим собой — без страха и преследований. Это то, чем занимается Европа, и это то, за что мы выступаем. Эта первая стратегия на уровне ЕС укрепит наши совместные усилия по обеспечению равного отношения ко всем», — заявила комиссар ЕС по вопросам правосудия Вера Журова. Стратегия ЕК предусматривает серию мер по четырем основным направлениям: борьба с дискриминацией, обеспечение безопасности, построение инклюзивных обществ и пропаганда идей равенства по всему миру. В частности, Европейская комиссия предлагает исследовать вопрос дискриминации по сексуальной идентичности в сфере занятости. К 2022 году должен быть представлен отчет, после чего комиссия намерена предложить нормативно-правовую базу для борьбы с этой проблемой. Также авторы стратегии предлагают расширить список правонарушений в странах Евросоюза, включив в него преступления, совершенные на почве ненависти, и преступления в отношении представителей ЛГБТ. Еще одним аспектом, который учитывается в стратегии ЕК, является защита прав однополых семей. Из-за разного законодательства в странах-членах содружества отцовство или материнство родителей не везде может быть признано. В связи с этим комиссия намерена выдвинуть законодательную инициативу о взаимном признании родительства во всех членах ЕС."
290,"Врач-пульмонолог Александр Карабиненко заявил, что они распространяют коронавирус свободно и без всяких препятствий. По его словам, это связано с тем, что даже после болезни коронавирус остается в верхних дыхательных путях, и поэтому маски следует носить всем поголовно.","Те, кто переболел COVID-19 и отказывается носить маску, — самые опасные распространители коронавируса, считает пульмонолог Александр Карабиненко. По мнению медика, в первую очередь так поступают дети и молодежь. Исследования подтверждают, что именно от них люди заражаются чаще всего.","Самые опасные распространители коронавируса — те, кто переболел COVID-19 и после этого отказывается носить медицинские маски, считает заслуженный врач России, профессор, доктор медицинских наук, врач-пульмонолог Александр Карабиненко. Об этом сообщает «Лента.ру». «Перенесенный коронавирус не спасает от заражения людьми, которые ходят без масок. Они распространяют коронавирус свободно и без всяких препятствий», — сказал Карабиненко. По его словам, это связано с тем, что даже после болезни коронавирус остается в верхних дыхательных путях, и именно поэтому маски следует носить всем поголовно. «Люди, которые не носят маски, являются активными распространителями коронавируса. И в первую очередь это дети, это молодежь — те, которым что-либо доказывать очень сложно бывает. Твердолобые», — заключил врач. Ранее американские ученые тоже назвали главными распространителями коронавируса детей и молодежь. Специалисты Принстонского университета, Университета Джонса Хопкинса и Калифорнийского университета исследовали 85 тыс. случаев COVID-19 среди 575 тыс. жителей на юго-востоке Индии. В ходе анализа стало понятно, что 71% зараженных никого не заразили. При этом на 8% инфицированных приходилось 60% новых случаев коронавируса. Исследователи также обнаружили, что во всех возрастных группах самый высокий шанс заразиться коронавирусом был от человека своего возраста, а среди молодежи он оказался особенно большим. При этом дети и подростки, вероятно, способны заражать других коронавирусом, даже имея антитела к нему после болезни — вирус все равно сохраняется в их организме, сообщили врачи из Национальной детской больницы США. Исследователи изучили клинические данные 215 юных пациентов Национальной детской больницы, 33 из которых во время лечения тестировались и на вирус,"
291,"Российский постпред при ООН Василий Небензя заявил, что вероятная смена американской администрации не говорит о том, что у Москвы и Вашингтона не будет шероховатостей в вопросе оружия. При этом он признал, что вероятноная смена американской администрации не говорит о том, что у Москвы и Вашингтона не будет шероховатостей в вопросе оружия.","Демократ Джозеф Байден, которого сейчас считают наиболее вероятным победителем президентских выборов в США, осознает важность продления Договора о сокращении стратегических наступательных вооружений, заявил постпред России при ООН Василий Небензя. Ранее в Совфеде допускали, что при Байдене возможны подвижки в этом вопросе. Вместе с тем в Москве оценивают подобные перспективы довольно сдержанно.","Кандидат на пост президента Соединенных Штатов от демократов Джозеф Байден осознает важность продления Договора о сокращении стратегических наступательных вооружений (СНВ-3), заявил РИА «Новости» постпред России при ООН Василий Небензя. При этом он признал, что вероятная смена американской администрации не говорит о том, что у Москвы и Вашингтона не будет шероховатостей в вопросе оружия. «Это не значит, что у нас все будет очень гладко в области вооружений и разоружения с американцами, если придет демократическая администрация. Но то, что Байден понимает необходимость продления ДСНВ — это факт, о чем говорил, кстати говоря, Владимир Владимирович [Путин] не так давно», — обратил внимание российский постпред. В России ранее уже высказывались на тему судьбы СНВ-3 при Байдене. Как высказался 5 ноября первый зампред комитета Совета Федерации по международным делам Владимир Джабаров, в случае победы демократа на президентских выборах в США в вопросе пролонгации СНВ-3 могут появиться подвижки. «Мы помним, что Байден в своей программе обещал продлить договор на пять лет», — сказал сенатор РИА «Новости». В то же время он признал, что далеко не все предвыборные обещания кандидатов в президенты Соединенных Штатов сбываются. «Американские кандидаты в президенты много обещают, но не обязательно выполняют. Не говоря уже о том, что США, скорее всего, ждет серьезное разбирательство по поводу победителя на выборах. Так что надо подождать», — подчеркнул Джабаров. Выборы в США состоялись 3 ноября. По предварительным данным, победу на них одержал Байден, о чем уже объявили крупнейшие американские СМИ, как и он сам. Вместе с тем действующий глава государства Дональд Трамп утверждает, что выборы еще далеки до завершения."
292,"В сети появились фото градоначальника Ивана Кляйна, сидящего в своем кабинете — с двумя сотрудниками ФСБ в масках за спиной. По данным СМИ, мэр Томска был выведен в наручниках.","Силовики задержали мэра Томска Ивана Кляйна — его подозревают в превышении должностных полномочий в интересах компании «Томское пиво», основным акционером которой он является. Политика вывели из здания горадминистрации закованным в наручники. Он стал уже третьим мэром Томска, задержанным правоохранительными органами — два его предшественника были осуждены.","Утром пятницы, 13 ноября, сотрудники правоохранительных органов задержали томского мэра Ивана Кляйна. В сети опубликовали фото градоначальника, сидящего в своем кабинете — с двумя сотрудниками ФСБ в масках за его спиной. В отношении политика возбуждено уголовное дело о превышении должностных полномочий в интересах компании «Томское пиво», сообщили в СК по Томской области. Из здания городской администрации мэр был выведен в наручниках. В настоящее время проводятся обыски по месту жительства Кляйна, в администрации города Томска и служебных помещениях ОАО «Томское пиво». По мнению следствия, Кляйн дал в 2016 году указание внести в геоинформационную систему «ГеоКад» недостоверные сведения о наличии 300 м санитарно-защитной зоны вокруг пивоваренного завода. На этом основании было подготовлено постановление об отказе в удовлетворении заявления предпринимателя (чье имя не приводится) об изменении территориальной зоны. В январе 2017 года Кляйн внес изменения в генеральный план города, а также в правила землепользования и застройки, согласно которым заявление предпринимателя было отклонено. В результате предприниматель не смог построить там многоэтажные жилые дома, отмечают в СК. «Томское пиво» — одна из крупнейших местных пивоваренных компаний. Кляйн стал директором пивзавода в 1991 году, а спустя четыре года его избрали гендиректором предприятия. Летом в Томске ушел в отставку заммэра Евгений Суриков. Он был арестован по подозрению во взяточничестве в особо крупном размере. Арест Сурикова продлится до 15 ноября. Сумма взятки, по данным местных СМИ, составила не менее 300 тыс. руб. Предшественники Кляйна на посту мэра Томска также были задержаны и осуждены. Глава города в 2007-2013 годах Николай Николайчук ушел в отставку, а"
293,"Снега, однако у метеорологов пока не допросишься. По данным синоптики центра погоды «Фобос», столицу ожидает антициклон, который принесет тепло — температура +2,+4°С, а ночью – около -1°С.","На будущей неделе погода в Москве будет солнечной и даже слегка морозной. В один из дней столичные дороги покроются снегом, однако надолго он не задержится: по прогнозу синоптиков, настоящую зиму москвичам придется еще подождать.","Всю ближайшую неделю Москва будет ощущать приближение зимы — холода будут крепчать. Снега, однако у метеорологов не допросишься: как предупреждают синоптики центра погоды «Фобос», ждать уверенного снежного покрова жителям столицы пока не стоит. В пятницу, 13 ноября, столицу будет одолевать антициклон, который принесет сухую, облачную погоду. Днем солнце будет периодически выглядывать из-за облаков, но все же не согреет — термометры покажут всего +2...+4°С. Ночью будет еще холоднее — 0...+2°С. 13 ноября свой день рождения отмечает всем известный продукт — сосиска. Именно в этот день в 1805 году венский мясник Иоганн Ланер в первый раз сделал нечто продолговатое из мяса, что и назвал «венской сосиской». С тех пор она хоть раз, но побывала на столе каждого россиянина, а в Австрии и Германии без сосисок вряд ли может представить свою жизнь любой человек. В субботу, 14 ноября, облака продолжат висеть над столицей, окропляя ее дождями. Днем температура +2...+4°С, ночью – около -1°С. 14 ноября отмечается Международный день логопеда. По большому счету, праздновать его будут только сами специалисты, так как дата известна далеко не всем. Однако мы можем их поддержать и выучить сегодня, например, пару скороговорок. В воскресенье, 15 ноября, снег все же предпримет попытку прорваться и покрыть столичные дороги. Однако сделать это полноценно у него не получится, так как погода будет стоять вполне себе теплая — днем все те же +2...+4°С, а ночью -1...+1°С. 15 ноября в России отмечают День призывника. Таким образом в 1992 году Борис Ельцин придумал"
294,"В Баку считают неуместным заявление азербайджанского посла в Москве Полада Бюльбюль оглы об инциденте с сбитым в небе над Арменией российским вертолетом Ми-24, сообщил помощник президента Азербайджана Хикмет Гаджиев.","Баку, как и Москва, негативно воспринял высказывание азербайджанского посла в РФ Полада Бюльбюль оглы, который прокомментировал ЧП с российским вертолетом Ми-24 в небе над Арменией фразой «на войне как на войне, всякое может быть». Помощник президента Азербайджана Хикмет Гаджиев назвал такое заявление неуместным.","В Баку считают неуместным заявление азербайджанского посла в Москве Полада Бюльбюль оглы об инциденте со сбитым в небе над Арменией российским вертолетом Ми-24, сообщил помощник президента Азербайджана Хикмет Гаджиев, слова которого приводит агентство АзерТАдж. Речь идет о высказывании Полада Бюльбюль оглы, которое он сделал в ходе онлайн-брифинга 12 ноября. Комментируя инцидент с крушением вертолета РФ, дипломат сказал: «на войне как на войне, всякое может быть». Как отметил посол Азербайджана в России, вертолет попал на радары, а азербайджанские военные в условиях боевых действий приняли решение его сбить. Дипломат подчеркнул, что Баку проводит тщательное расследование ЧП. «... Высказывания посла Азербайджана в России о статусе Нагорно-Карабахского региона Азербайджана, без осознания сути вопроса, неприемлемы. Руководители дипломатических представительств Азербайджана за рубежом и другие официальные лица должны воздержаться от самовольных заявлений, противоречащих официальной позиции страны и проводимой президентом Ильхамом Алиевым политике», — так Гаджиев отреагировал на заявление посла. В российском МИДе, комментируя высказывание Полада Бюльбюль оглы, отмечали, что в Москве ожидают скорейшей реализации заверений Ильхама Алиева о проведении расследования и наказании виновных в крушении вертолета Ми-24. «Если Россия исповедовала бы принцип «на войне как на войне», то ответ был бы сокрушительным. В Москве же восприняли слова Баку о признании вины и извинениях», — обратили внимание во внешнеполитическом ведомстве РФ. Как пояснили российские дипломаты, Москва исходит из того, что официальный Баку больше не позволит себе «двусмысленных заявлений в связи с трагическим инцидентом». Азербайджан"
295,"По словам бывшего советника экс-президента Леонида Кучмы Олег Соскина, на пост главы государства может претендовать человек, имеющий на это право в соответствии с конституцией страны. По его словам, президент Украины Владимир Зеленский находится в изолированной палате, в которой установлена спецсвязь.","Преемником Владимира Зеленского, заболевшего COVID-19, может стать спикер Верховной рады Дмитрий Разумков. По словам бывшего советника экс-президента Украины Леонида Кучмы, шансов взять на себя полномочия главы государства нет ни у кого из лидеров оппозиционных партий. При этом на место Зеленского могут претендовать и мэры крупных городов.","Украинский политический эксперт, бывший советник экс-президента Леонида Кучмы Олег Соскин заявил, что сменить Владимира Зеленского на посту главы государства может человек, имеющий на это право в соответствии с конституцией страны. Его слова передает НСН. «По Конституции, это спикер Верховной рады Дмитрий Разумков. Ни Порошенко, ни Медведчук, ни Тимошенко не имеют никаких шансов. А Разумков сосредотачивает в своих руках реальную власть», — отметил Соскин. Соскин добавил, что это похоже на смерть патриарха — «когда самые большие шансы на преемство власти имеет глава похоронной комиссии». По словам эксперта, на место президента могут также претендовать мэры крупных украинских городов: глава Киева Виталий Кличко, Днепра Борис Филатов, Черкасс Анатолий Бондаренко и Харькова Геннадий Кернес. «В любом случае это будут новые политики, потому что старые — просто отыгранный политический хлам», — резюмировал Соскин. 12 ноября президента Украины Владимира Зеленского, у которого ранее выявили коронавирусную инфекцию, госпитализировали. Об этом сообщил советник главы офиса президента Андрея Ермака Михаил Подоляк. «Все достаточно строго, регламентировано протоколом. Они (Зеленский и Ермак) находятся в Феофании. Там есть оборудованный специальный кабинет, в котором президент может проводить совещания», — сказал Подоляк. По его словам, президент находится в изолированной палате, в которой установлена спецсвязь. Он отметил, что Ермак также расположился в отдельной изолированной палате, они с главой государства общаются по телефону. Как уточнил Подоляк, у Зеленского и Ермака прежний график работы, единственное ограничение — это изоляция. Сам президент Украины впоследствии заявил, что чувствует себя хорошо и продолжает работать из палаты в удаленном режиме. «Третий день я нахожусь на само"
296,"По предварительным данным, пьяный житель Ульяновска избил фельдшера скорой помощи в квартире своей беременной сожительницы. В результате избитого 50-летнего жителя доставили в больницу ссадины и ушибы грудной клетки и левого предплечья.",Жестокое нападение на сотрудника скорой помощи произошло в Ульяновске — там мужчина ворвался в квартиру во время осмотра беременной сожительницы и попытался задушить фельдшера. В результате 50-летний медик в состоянии средней степени тяжести был доставлен в больницу. Теперь выяснять обстоятельства произошедшего будет местный Следственный комитет.,"Следователи Ульяновска проводят проверку после того, как пьяный местный житель избил фельдшера скорой помощи в квартире своей беременной сожительницы. Об этом сообщается на сайте регионального ведомства. По предварительным данным, 12 ноября около 23.00 по местному времени (22.00 мск) бригада скорой помощи приехала к беременной девушке, которая пожаловалась на боли в животе. Изначально осмотр проходил спокойно, пока в квартиру не ворвался пьяный 25-летний гражданский муж пациентки. «Набросился на фельдшера, стал избивать его, бил головой об пол, пытался задушить. Второй фельдшер оказала содействие напарнику, благодаря чему бригаде удалось вырваться и убежать», — рассказал главный врач Ульяновской областной станции скорой помощи Айрат Имангулов местным СМИ. Через некоторое время старший врач скорой помощи позвонил женщине, вызывавшей медиков, но она отказалась от повторного вызова. В результате избитого 50-летнего фельдшера доставили в больницу в состоянии средней степени тяжести. Там ему диагностировали сотрясение головного мозга и закрытую черепно-мозговую травму, ссадины и ушибы грудной клетки и левого предплечья. «От госпитализации он отказался», — уточнили в пресс-службе министерства здравоохранения региона. После инцидента медики приняли решение обратиться в правоохранительные органы. Теперь местный Следком проводит процессуальную проверку, чтобы выяснить все обстоятельства случившегося. «На месте работает следственно-оперативная группа, опрашиваются возможные свидетели и очевидцы произошедшего, назначены необходимые экспертные исследования. По результатам проверки будет принято процессуальное решение», — отчитались в ведомстве. Накануне от темперамента и любви к алкоголю местного жителя пострадали и врачи скорой помощи в Нижнем Новгород"
297,"Глава Tesla Илон Маск в своем Twitter-аккаунте выступил с резкой критикой современных тестов на COVID-19, назвав их «ерундой». По словам главы Tesla и SpaceX, у него симптомы простуды.","Глава Tesla и SpaceX Илон Маск сообщил, что у него появились симптомы простудного заболевания, в связи с чем он сдал тесты на COVID-19. В результате миллиардер получил разные результаты и поделился своим негодованием с пользователями Twitter. По мнению Маска, если он так и не смог узнать, болен ли коронавирусом, то современным анализам на этот патоген нельзя доверять.","Миллиардер Илон Маск в своем Twitter-аккаунте выступил с резкой критикой современных тестов на коронавирус, назвав их «ерундой». «Происходит какая-то ерунда. Я сегодня сдал четыре теста на COVID-19. Два из них показали отрицательный результат, а еще два — положительный. Одно и то же оборудование, тот же тест, та же медсестра. Экспресс-тест на выявление антигена от BD [компания Becton Dickinson]», — пишет Маск. Something extremely bogus is going on. Was tested for covid four times today. Two tests came back negative, two came back positive. Same machine, same test, same nurse. Rapid antigen test from BD. По словам главы Tesla и SpaceX, на текущий момент у него симптомы обычной простуды. «Ничего необычного», — отметил бизнесмен, отвечая на вопрос фолловера о своем состоянии. Некоторые подписчики поддержали недовольство Маска анализами на COVID-19, выразив мнение об их несостоятельности. «Зато доход от тестов совсем не ерундовый и очень стабильный», — написал один из комментаторов. Другие пользователи Twitter отметили, что экспресс-тесты всегда славились своей неточностью, и посоветовали Маску пройти ПЦР-диагностику. Однако многие фолловеры Маска остались возмущены его постом, заявив, что публичным персонам стоит воздержаться от подобных высказываний, которые ставят под сомнение эффективность всей системы здравоохранения страны. «Удивительно безответственный твит», — пишет @kylegriffin1. «Не могу поверить в то, что люди считают тебя умным», — заявляет @s_a_t_c_h_e_l. «Настоящая ерунда, это когда некоторые люди сдают по четыре теста в день, а другие стоят в очередях часами, чтобы сдать один», — сообщил @explorerkand"
298,"Канадско-американский актер Мэттью Перри заявил, что в ближайшее время «грядут большие новости». Поклонники переживают, что эпизод не выйдет вовсе.","Актер Мэттью Перри, сыгравший в «Друзьях» Чендлера Бинга, рассказал о переносе даты выхода спецвыпуска сериала. По его словам, съемки эпизода с участием главных актеров ситкома начнутся в марте 2021 года.","Канадско-американский актер Мэттью Перри рассказал, что воссоединение актерского состава сериала «Друзья» перенесли на март 2021 года. Изначально часовой спецвыпуск о культовом ситкоме планировали приурочить к запуску стримингового сервиса HBO Max, но в связи с коронавирусом производство отложили на неопределенное время. Поклонники переживали, что эпизод не выйдет вовсе, но исполнитель роли Чендлера Бинга опроверг эти догадки в Twitter. «Воссоединение «Друзей» перенесено на начало марта. Похоже, нас ждет напряженный год. И мне это нравится!» — написал он. В начале февраля Перри предупредил, что в ближайшее время «грядут большие новости». Спустя две недели руководство WarnerMedia опубликовало официальное сообщение о том, что спецвыпуск шоу выйдет в мае 2020-го на сервисе HBO Max. Главный контент-редактор HBO Max Кевин Райт рассказал, что съемки пройдут на студии Warner Bros. в Бербанке, где более 25 лет назад началась работа над сериалом. «Наверное, можно назвать этот выпуск «Тот, в котором они все снова встретились» — Дэвид, Дженнифер, Кортни, Мэтт, Лиза и Мэттью воссоединятся для специального выпуска на HBO Max, который будет выложен вместе с полным архивом «Друзей», — заявил Райт. — Я узнал о «Друзьях», когда сериал был еще на ранних стадиях создания, а потом получил возможность поработать над ним спустя много лет. Я испытал огромное удовольствие от наблюдения за тем, как он цеплял одно поколение зрителей за другим». Через месяц мир охватила пандемия коронавируса, и съемки пришлось перенести. В июле актер Дэвид Швиммер, сыгравший в «Друзьях» Росса Геллера, предположил, что работа над спецвыпуском возобновится в августе."
299,В случае утверждения новой администрации Соединенных Штатов экс-госсекретарь Хиллари Клинтон может стать постпредом США при ООН.,"Хиллари Клинтон может стать постпредом США при ООН. Ее кандидатуру на этот пост рассматривает Джо Байден, который уже заявил о своей победе на выборах президента, сообщают СМИ. Клинтон известна своим жестким отношением к России и критикой в адрес Москвы в бытность главой Госдепартамента США.","По данным газеты The Washington Post, ссылающейся на источники, в случае утверждения новой администрации Соединенных Штатов во главе с Джо Байденом экс-госсекретарь Хиллари Клинтон имеет шансы получить пост постоянного представителя США при Организации объединенных наций ( ООН ). «Одна интригующая кандидатура, которую обсуждают в частном порядке, — это Хиллари Клинтон в ООН. Байден таким образом подчеркнет важность этой должности в администрации», — говорится в статье. По мнению собеседников газеты, назначение Клинтон должно поднять престиж ООН и вернуть США их роль на мировой арене «в период сокращения глобального сотрудничества». В качестве старших советников Байдена рассматриваются глава его аппарата в период вице-президентства Стив Риччети, экс-сенатор Тед Кауфман и консультант по избирательным кампаниям Майк Донилон. 8 ноября газета Politico назвала имена возможных претендентов на должности в администрации Байдена. По данным издания, посты министра обороны и министра финансов впервые могут занять женщина или афроамериканец. В частности, возглавить Пентагон может бывшая заместитель министра обороны по политическим делам Мишель Флорной, а минфин — экс-соперница Байдена на праймериз демократов Элизабет Уоррен или член совета управляющих Федерального резерва США Лаэль Брейнард. Другой соперник Байдена на праймериз Берни Сандерс стал кандидатом на пост министра труда, пишет газета. Кроме того, также выдвигавший в президенты от демократов бывший мэр города Саут-Бенд Пит Буттеджадж претендует на портфель министра по делам ветеранов или постпреда США при ООН. Новым госсекретарем США может стать экс-помощник по национальной безопасности в администрации президента Барака Обамы Сьюзан Райс, сообщает Politico. Также на эту должность претендуют экс-заместитель"
